Date,Prix (EUR)
2025-02-21,167.62490449505583
2025-02-22,161.4996053271936
2025-02-23,164.655072802451
2025-02-24,160.46311593758898
2025-02-25,134.93571314347858
2025-02-26,137.2249881665126
2025-02-27,128.3742339161837
2025-02-27,133.53963093888902
